ID_PRODUTO,DATA_EVENTO,CATEGORIA,PRECO,FLAG_PROMOCAO,VENDAS_UNIDADES,DEMANDA_UNIDADES,VENDAS_PERDIDAS,ESTOQUE_INICIO_DIA,ESTOQUE_FIM_DIA,PEDIDO_REPOSICAO,LEAD_TIME_DIAS,ESTOQUE_SEGURANCA,PONTO_REPOSICAO,DIA_SEMANA,MES
1015,2023-02-09,Esporte,27.26,1,7,7,0,48,41,71,3,13,43,3,2
1016,2023-02-09,Esporte,31.84,0,16,16,0,42,26,0,2,28,48,3,2
1017,2023-02-09,Eletronicos,22.23,0,10,10,0,108,98,0,3,16,52,3,2
1018,2023-02-09,Casa,42.85,1,15,15,0,96,81,0,7,17,58,3,2
1019,2023-02-09,Esporte,103.35,1,14,14,0,77,63,0,3,25,55,3,2
1020,2023-02-09,Eletronicos,132.07,0,10,10,0,68,58,0,4,24,40,3,2
1021,2023-02-09,Casa,23.02,1,19,19,0,92,73,0,2,25,47,3,2
1022,2023-02-09,Eletronicos,89.87,0,5,5,0,41,36,116,5,23,37,3,2
1023,2023-02-09,Beleza,146.34,0,12,12,0,24,12,0,5,13,52,3,2
1024,2023-02-09,Infantil,70.73,0,5,5,0,123,118,0,5,19,44,3,2
1000,2023-02-10,Eletronicos,154.67,0,15,15,0,52,37,96,6,23,46,4,2
1001,2023-02-10,Infantil,75.63,0,6,6,0,103,97,0,6,25,53,4,2
1002,2023-02-10,Eletronicos,59.57,0,11,11,0,26,15,0,7,26,51,4,2
1003,2023-02-10,Infantil,63.2,0,13,13,0,28,15,0,7,11,57,4,2
1004,2023-02-10,Eletronicos,19.96,1,7,7,0,59,52,111,7,19,58,4,2
1005,2023-02-10,Esporte,34.19,0,15,15,0,31,16,0,5,13,54,4,2
1006,2023-02-10,Infantil,198.11,1,11,11,0,115,104,0,4,11,47,4,2
1007,2023-02-10,Eletronicos,22.93,0,15,15,0,19,4,0,5,24,59,4,2
1008,2023-02-10,Esporte,175.14,0,8,8,0,27,19,0,6,19,55,4,2
1009,2023-02-10,Casa,69.84,1,0,25,25,0,0,0,6,14,55,4,2
1010,2023-02-10,Casa,177.31,1,10,10,0,97,87,0,6,21,46,4,2
1011,2023-02-10,Beleza,48.07,0,21,21,0,82,61,0,5,19,57,4,2
1012,2023-02-10,Eletronicos,21.77,1,13,13,0,27,14,0,5,26,42,4,2
1013,2023-02-10,Eletronicos,80.62,0,5,5,0,11,6,0,7,27,35,4,2
1014,2023-02-10,Beleza,144.75,0,8,14,6,8,0,0,5,12,49,4,2
1015,2023-02-10,Esporte,27.09,0,4,4,0,41,37,0,3,13,43,4,2
1016,2023-02-10,Esporte,29.11,0,15,15,0,153,138,0,2,28,48,4,2
1017,2023-02-10,Eletronicos,23.34,0,10,10,0,98,88,0,3,16,52,4,2
1018,2023-02-10,Casa,41.86,0,8,8,0,81,73,0,7,17,58,4,2
1019,2023-02-10,Esporte,102.07,1,12,12,0,63,51,97,3,25,55,4,2
1020,2023-02-10,Eletronicos,123.33,0,13,13,0,58,45,0,4,24,40,4,2
1021,2023-02-10,Casa,24.09,1,13,13,0,73,60,0,2,25,47,4,2
1022,2023-02-10,Eletronicos,83.85,0,3,3,0,36,33,0,5,23,37,4,2
1023,2023-02-10,Beleza,137.01,1,12,22,10,12,0,0,5,13,52,4,2
1024,2023-02-10,Infantil,69.95,1,8,8,0,118,110,0,5,19,44,4,2
1000,2023-02-11,Eletronicos,147.8,0,14,14,0,37,23,0,6,23,46,5,2
1001,2023-02-11,Infantil,74.14,0,6,6,0,97,91,0,6,25,53,5,2
1002,2023-02-11,Eletronicos,58.3,0,9,9,0,15,6,0,7,26,51,5,2
1003,2023-02-11,Infantil,61.32,1,15,17,2,15,0,0,7,11,57,5,2
1004,2023-02-11,Eletronicos,20.96,1,7,7,0,52,45,0,7,19,58,5,2
1005,2023-02-11,Esporte,32.88,0,10,10,0,16,6,0,5,13,54,5,2
1006,2023-02-11,Infantil,192.75,0,4,4,0,104,100,0,4,11,47,5,2
1007,2023-02-11,Eletronicos,23.93,0,4,15,11,4,0,0,5,24,59,5,2
1008,2023-02-11,Esporte,180.63,0,5,5,0,19,14,0,6,19,55,5,2
1009,2023-02-11,Casa,62.64,1,20,20,0,70,50,70,6,14,55,5,2
1010,2023-02-11,Casa,177.28,0,6,6,0,87,81,0,6,21,46,5,2
1011,2023-02-11,Beleza,46.83,1,25,25,0,61,36,104,5,19,57,5,2
1012,2023-02-11,Eletronicos,21.23,0,8,8,0,14,6,0,5,26,42,5,2
1013,2023-02-11,Eletronicos,82.06,0,5,5,0,6,1,0,7,27,35,5,2
1014,2023-02-11,Beleza,145.74,0,0,13,13,0,0,0,5,12,49,5,2
1015,2023-02-11,Esporte,27.11,0,5,5,0,37,32,0,3,13,43,5,2
1016,2023-02-11,Esporte,30.63,0,10,10,0,138,128,0,2,28,48,5,2
1017,2023-02-11,Eletronicos,21.76,0,8,8,0,88,80,0,3,16,52,5,2
1018,2023-02-11,Casa,45.72,0,5,5,0,73,68,0,7,17,58,5,2
1019,2023-02-11,Esporte,103.09,0,7,7,0,51,44,0,3,25,55,5,2
1020,2023-02-11,Eletronicos,126.62,0,9,9,0,45,36,114,4,24,40,5,2
1021,2023-02-11,Casa,23.36,0,7,7,0,60,53,0,2,25,47,5,2
1022,2023-02-11,Eletronicos,86.56,0,3,3,0,33,30,0,5,23,37,5,2
1023,2023-02-11,Beleza,144.82,1,18,18,0,76,58,0,5,13,52,5,2
1024,2023-02-11,Infantil,71.84,0,5,5,0,110,105,0,5,19,44,5,2
1000,2023-02-12,Eletronicos,150.51,0,11,11,0,23,12,0,6,23,46,6,2
1001,2023-02-12,Infantil,69.93,1,9,9,0,91,82,0,6,25,53,6,2
1002,2023-02-12,Eletronicos,54.47,0,6,8,2,6,0,0,7,26,51,6,2
1003,2023-02-12,Infantil,64.43,0,0,10,10,0,0,0,7,11,57,6,2
1004,2023-02-12,Eletronicos,20.89,0,7,7,0,45,38,0,7,19,58,6,2
1005,2023-02-12,Esporte,31.23,0,6,12,6,6,0,0,5,13,54,6,2
1006,2023-02-12,Infantil,179.14,0,5,5,0,100,95,0,4,11,47,6,2
1007,2023-02-12,Eletronicos,22.48,0,12,12,0,96,84,0,5,24,59,6,2
1008,2023-02-12,Esporte,174.36,0,7,7,0,135,128,0,6,19,55,6,2
1009,2023-02-12,Casa,64.66,1,23,23,0,50,27,0,6,14,55,6,2
1010,2023-02-12,Casa,191.28,0,6,6,0,81,75,0,6,21,46,6,2
1011,2023-02-12,Beleza,52.87,0,13,13,0,36,23,0,5,19,57,6,2
1012,2023-02-12,Eletronicos,22.14,0,6,8,2,6,0,0,5,26,42,6,2
1013,2023-02-12,Eletronicos,78.58,0,4,4,0,85,81,0,7,27,35,6,2
1014,2023-02-12,Beleza,140.78,0,13,13,0,100,87,0,5,12,49,6,2
1015,2023-02-12,Esporte,27.36,0,6,6,0,103,97,0,3,13,43,6,2
1016,2023-02-12,Esporte,30.53,1,16,16,0,128,112,0,2,28,48,6,2
1017,2023-02-12,Eletronicos,22.52,1,12,12,0,80,68,0,3,16,52,6,2
1018,2023-02-12,Casa,44.05,0,7,7,0,68,61,0,7,17,58,6,2
1019,2023-02-12,Esporte,97.01,0,7,7,0,44,37,0,3,25,55,6,2
1020,2023-02-12,Eletronicos,127.48,1,17,17,0,36,19,0,4,24,40,6,2
1021,2023-02-12,Casa,23.36,0,8,8,0,53,45,113,2,25,47,6,2
1022,2023-02-12,Eletronicos,85.94,0,2,2,0,30,28,0,5,23,37,6,2
1023,2023-02-12,Beleza,139.96,1,23,23,0,58,35,76,5,13,52,6,2
1024,2023-02-12,Infantil,73.35,0,3,3,0,105,102,0,5,19,44,6,2
1000,2023-02-13,Eletronicos,153.17,0,12,15,3,12,0,0,6,23,46,0,2
1001,2023-02-13,Infantil,72.16,0,6,6,0,82,76,0,6,25,53,0,2
1002,2023-02-13,Eletronicos,59.59,0,0,10,10,0,0,0,7,26,51,0,2
1003,2023-02-13,Infantil,56.26,0,0,16,16,0,0,0,7,11,57,0,2
1004,2023-02-13,Eletronicos,19.78,0,7,7,0,38,31,0,7,19,58,0,2
1005,2023-02-13,Esporte,32.5,0,15,15,0,111,96,0,5,13,54,0,2
1006,2023-02-13,Infantil,179.69,1,7,7,0,95,88,0,4,11,47,0,2
1007,2023-02-13,Eletronicos,22.84,0,16,16,0,84,68,0,5,24,59,0,2
1008,2023-02-13,Esporte,171.81,0,6,6,0,128,122,0,6,19,55,0,2
1009,2023-02-13,Casa,62.63,0,16,16,0,27,11,0,6,14,55,0,2
1010,2023-02-13,Casa,176.85,0,6,6,0,75,69,0,6,21,46,0,2
1011,2023-02-13,Beleza,46.98,0,16,16,0,23,7,0,5,19,57,0,2
1012,2023-02-13,Eletronicos,21.89,0,9,9,0,106,97,0,5,26,42,0,2
1013,2023-02-13,Eletronicos,79.61,0,5,5,0,81,76,0,7,27,35,0,2
1014,2023-02-13,Beleza,138.1,0,12,12,0,87,75,0,5,12,49,0,2
1015,2023-02-13,Esporte,26.61,0,5,5,0,97,92,0,3,13,43,0,2
1016,2023-02-13,Esporte,28.9,0,15,15,0,112,97,0,2,28,48,0,2
1017,2023-02-13,Eletronicos,21.81,0,7,7,0,68,61,0,3,16,52,0,2
1018,2023-02-13,Casa,43.03,0,9,9,0,61,52,100,7,17,58,0,2
1019,2023-02-13,Esporte,96.89,0,6,6,0,134,128,0,3,25,55,0,2
1020,2023-02-13,Eletronicos,122.84,0,15,15,0,19,4,0,4,24,40,0,2
1021,2023-02-13,Casa,23.67,0,8,8,0,45,37,0,2,25,47,0,2
1022,2023-02-13,Eletronicos,84.6,0,3,3,0,28,25,0,5,23,37,0,2
1023,2023-02-13,Beleza,141.99,0,10,10,0,35,25,0,5,13,52,0,2
1024,2023-02-13,Infantil,71.81,0,5,5,0,102,97,0,5,19,44,0,2
1000,2023-02-14,Eletronicos,152.62,0,0,14,14,0,0,0,6,23,46,1,2
1001,2023-02-14,Infantil,73.94,0,5,5,0,76,71,0,6,25,53,1,2
1002,2023-02-14,Eletronicos,63.06,0,0,10,10,0,0,0,7,26,51,1,2
1003,2023-02-14,Infantil,62.2,0,0,14,14,0,0,0,7,11,57,1,2
1004,2023-02-14,Eletronicos,19.13,0,7,7,0,31,24,0,7,19,58,1,2
1005,2023-02-14,Esporte,32.66,0,16,16,0,96,80,0,5,13,54,1,2
1006,2023-02-14,Infantil,181.23,0,6,6,0,88,82,0,4,11,47,1,2
1007,2023-02-14,Eletronicos,24.14,1,22,22,0,68,46,96,5,24,59,1,2
1008,2023-02-14,Esporte,171.5,0,9,9,0,122,113,0,6,19,55,1,2
1009,2023-02-14,Casa,64.88,0,11,17,6,11,0,0,6,14,55,1,2
1010,2023-02-14,Casa,177.23,1,7,7,0,69,62,0,6,21,46,1,2
1011,2023-02-14,Beleza,49.41,0,7,16,9,7,0,0,5,19,57,1,2
1012,2023-02-14,Eletronicos,22.63,0,10,10,0,97,87,0,5,26,42,1,2
1013,2023-02-14,Eletronicos,77.53,0,6,6,0,76,70,0,7,27,35,1,2
1014,2023-02-14,Beleza,140.63,0,11,11,0,75,64,0,5,12,49,1,2
1015,2023-02-14,Esporte,26.35,0,8,8,0,92,84,0,3,13,43,1,2
1016,2023-02-14,Esporte,31.05,0,16,16,0,97,81,0,2,28,48,1,2
1017,2023-02-14,Eletronicos,23.04,0,9,9,0,61,52,108,3,16,52,1,2
1018,2023-02-14,Casa,45.12,0,6,6,0,52,46,0,7,17,58,1,2
1019,2023-02-14,Esporte,100.83,0,8,8,0,128,120,0,3,25,55,1,2
1020,2023-02-14,Eletronicos,131.97,0,4,11,7,4,0,0,4,24,40,1,2
1021,2023-02-14,Casa,23.94,0,12,12,0,150,138,0,2,25,47,1,2
1022,2023-02-14,Eletronicos,86.92,0,5,5,0,141,136,0,5,23,37,1,2
1023,2023-02-14,Beleza,142.56,0,12,12,0,25,13,0,5,13,52,1,2
1024,2023-02-14,Infantil,69.06,0,4,4,0,97,93,0,5,19,44,1,2
1000,2023-02-15,Eletronicos,153.1,0,0,14,14,0,0,0,6,23,46,2,2
1001,2023-02-15,Infantil,76.43,1,8,8,0,71,63,0,6,25,53,2,2
1002,2023-02-15,Eletronicos,59.19,0,12,12,0,94,82,0,7,26,51,2,2
1003,2023-02-15,Infantil,62.4,0,13,13,0,120,107,0,7,11,57,2,2
1004,2023-02-15,Eletronicos,21.09,0,7,7,0,24,17,0,7,19,58,2,2
1005,2023-02-15,Esporte,33.09,0,15,15,0,80,65,0,5,13,54,2,2
1006,2023-02-15,Infantil,177.11,1,10,10,0,82,72,0,4,11,47,2,2
1007,2023-02-15,Eletronicos,23.06,0,17,17,0,46,29,0,5,24,59,2,2
1008,2023-02-15,Esporte,170.87,0,9,9,0,113,104,0,6,19,55,2,2
1009,2023-02-15,Casa,64.1,1,0,24,24,0,0,0,6,14,55,2,2
1010,2023-02-15,Casa,171.57,0,8,8,0,62,54,0,6,21,46,2,2
1011,2023-02-15,Beleza,48.94,0,0,11,11,0,0,0,5,19,57,2,2
1012,2023-02-15,Eletronicos,21.61,0,10,10,0,87,77,0,5,26,42,2,2
1013,2023-02-15,Eletronicos,82.92,0,5,5,0,70,65,0,7,27,35,2,2
1014,2023-02-15,Beleza,134.58,0,13,13,0,64,51,0,5,12,49,2,2
1015,2023-02-15,Esporte,28.2,0,5,5,0,84,79,0,3,13,43,2,2
1016,2023-02-15,Esporte,30.15,0,15,15,0,81,66,0,2,28,48,2,2
1017,2023-02-15,Eletronicos,22.23,0,11,11,0,52,41,0,3,16,52,2,2
1018,2023-02-15,Casa,45.05,0,8,8,0,46,38,0,7,17,58,2,2
1019,2023-02-15,Esporte,96.81,1,16,16,0,120,104,0,3,25,55,2,2
1020,2023-02-15,Eletronicos,121.09,0,12,12,0,114,102,0,4,24,40,2,2
1021,2023-02-15,Casa,23.17,1,17,17,0,138,121,0,2,25,47,2,2
1022,2023-02-15,Eletronicos,82.6,1,7,7,0,136,129,0,5,23,37,2,2
1023,2023-02-15,Beleza,136.11,0,13,15,2,13,0,0,5,13,52,2,2
1024,2023-02-15,Infantil,75.27,0,3,3,0,93,90,0,5,19,44,2,2
1000,2023-02-16,Eletronicos,154.24,0,15,15,0,96,81,0,6,23,46,3,2
1001,2023-02-16,Infantil,75.94,0,6,6,0,63,57,0,6,25,53,3,2
1002,2023-02-16,Eletronicos,57.09,0,11,11,0,82,71,0,7,26,51,3,2
1003,2023-02-16,Infantil,61.57,0,10,10,0,107,97,0,7,11,57,3,2
1004,2023-02-16,Eletronicos,20.49,0,7,7,0,17,10,0,7,19,58,3,2
1005,2023-02-16,Esporte,32.49,0,19,19,0,65,46,111,5,13,54,3,2
1006,2023-02-16,Infantil,179.16,0,5,5,0,72,67,0,4,11,47,3,2
1007,2023-02-16,Eletronicos,22.44,0,19,19,0,29,10,0,5,24,59,3,2
1008,2023-02-16,Esporte,180.42,0,7,7,0,104,97,0,6,19,55,3,2
1009,2023-02-16,Casa,70.43,0,0,13,13,0,0,0,6,14,55,3,2
1010,2023-02-16,Casa,170.55,0,7,7,0,54,47,0,6,21,46,3,2
1011,2023-02-16,Beleza,51.89,0,17,17,0,104,87,0,5,19,57,3,2
1012,2023-02-16,Eletronicos,21.73,1,11,11,0,77,66,0,5,26,42,3,2
1013,2023-02-16,Eletronicos,83.31,0,5,5,0,65,60,0,7,27,35,3,2
1014,2023-02-16,Beleza,142.92,0,12,12,0,51,39,100,5,12,49,3,2
1015,2023-02-16,Esporte,27.11,0,5,5,0,79,74,0,3,13,43,3,2
1016,2023-02-16,Esporte,28.18,0,17,17,0,66,49,0,2,28,48,3,2
1017,2023-02-16,Eletronicos,21.94,0,9,9,0,41,32,0,3,16,52,3,2
1018,2023-02-16,Casa,44.11,0,7,7,0,38,31,0,7,17,58,3,2
1019,2023-02-16,Esporte,102.14,0,10,10,0,104,94,0,3,25,55,3,2
1020,2023-02-16,Eletronicos,127.79,0,14,14,0,102,88,0,4,24,40,3,2
1021,2023-02-16,Casa,23.76,0,12,12,0,121,109,0,2,25,47,3,2
1022,2023-02-16,Eletronicos,83.04,0,4,4,0,129,125,0,5,23,37,3,2
1023,2023-02-16,Beleza,135.96,0,0,15,15,0,0,0,5,13,52,3,2
1024,2023-02-16,Infantil,72.18,0,3,3,0,90,87,0,5,19,44,3,2
1000,2023-02-17,Eletronicos,159.59,0,12,12,0,81,69,0,6,23,46,4,2
1001,2023-02-17,Infantil,73.59,0,7,7,0,57,50,117,6,25,53,4,2
1002,2023-02-17,Eletronicos,57.46,0,10,10,0,71,61,0,7,26,51,4,2
1003,2023-02-17,Infantil,63.86,0,14,14,0,97,83,0,7,11,57,4,2
1004,2023-02-17,Eletronicos,20.53,1,9,9,0,121,112,0,7,19,58,4,2
1005,2023-02-17,Esporte,32.33,1,18,18,0,46,28,0,5,13,54,4,2
1006,2023-02-17,Infantil,184.87,0,6,6,0,67,61,0,4,11,47,4,2
1007,2023-02-17,Eletronicos,22.52,1,10,22,12,10,0,0,5,24,59,4,2
1008,2023-02-17,Esporte,163.05,0,7,7,0,97,90,0,6,19,55,4,2
1009,2023-02-17,Casa,62.12,0,17,17,0,70,53,70,6,14,55,4,2
1010,2023-02-17,Casa,182.98,1,7,7,0,47,40,100,6,21,46,4,2
1011,2023-02-17,Beleza,46.41,1,20,20,0,87,67,0,5,19,57,4,2
1012,2023-02-17,Eletronicos,22.08,0,10,10,0,66,56,0,5,26,42,4,2
1013,2023-02-17,Eletronicos,78.28,0,5,5,0,60,55,0,7,27,35,4,2
1014,2023-02-17,Beleza,138.32,0,14,14,0,39,25,0,5,12,49,4,2
1015,2023-02-17,Esporte,26.49,0,8,8,0,74,66,0,3,13,43,4,2
1016,2023-02-17,Esporte,31.04,1,19,19,0,49,30,127,2,28,48,4,2
1017,2023-02-17,Eletronicos,21.11,1,15,15,0,140,125,0,3,16,52,4,2
1018,2023-02-17,Casa,42.65,1,13,13,0,31,18,0,7,17,58,4,2
1019,2023-02-17,Esporte,95.86,0,8,8,0,94,86,0,3,25,55,4,2
1020,2023-02-17,Eletronicos,124.2,0,11,11,0,88,77,0,4,24,40,4,2
1021,2023-02-17,Casa,23.69,1,15,15,0,109,94,0,2,25,47,4,2
1022,2023-02-17,Eletronicos,86.22,0,4,4,0,125,121,0,5,23,37,4,2
1023,2023-02-17,Beleza,143.43,0,12,12,0,76,64,0,5,13,52,4,2
1024,2023-02-17,Infantil,71.84,1,6,6,0,87,81,0,5,19,44,4,2
1000,2023-02-18,Eletronicos,155.51,1,22,22,0,69,47,0,6,23,46,5,2
1001,2023-02-18,Infantil,74.82,0,6,6,0,50,44,0,6,25,53,5,2
1002,2023-02-18,Eletronicos,59.78,0,8,8,0,61,53,0,7,26,51,5,2
1003,2023-02-18,Infantil,63.78,1,17,17,0,83,66,0,7,11,57,5,2
1004,2023-02-18,Eletronicos,20.27,0,5,5,0,112,107,0,7,19,58,5,2
1005,2023-02-18,Esporte,33.24,0,11,11,0,28,17,0,5,13,54,5,2
1006,2023-02-18,Infantil,185.23,0,4,4,0,61,57,0,4,11,47,5,2
1007,2023-02-18,Eletronicos,23.88,0,0,12,12,0,0,0,5,24,59,5,2
1008,2023-02-18,Esporte,163.02,0,5,5,0,90,85,0,6,19,55,5,2
1009,2023-02-18,Casa,66.77,0,12,12,0,53,41,0,6,14,55,5,2
1010,2023-02-18,Casa,171.13,0,4,4,0,40,36,0,6,21,46,5,2
1011,2023-02-18,Beleza,50.27,1,17,17,0,67,50,104,5,19,57,5,2
1012,2023-02-18,Eletronicos,21.57,0,8,8,0,56,48,0,5,26,42,5,2
1013,2023-02-18,Eletronicos,78.6,0,4,4,0,55,51,0,7,27,35,5,2
1014,2023-02-18,Beleza,134.85,0,8,8,0,25,17,0,5,12,49,5,2
1015,2023-02-18,Esporte,27.13,0,5,5,0,66,61,0,3,13,43,5,2
1016,2023-02-18,Esporte,30.36,0,14,14,0,30,16,0,2,28,48,5,2
1017,2023-02-18,Eletronicos,23.04,0,9,9,0,125,116,0,3,16,52,5,2
1018,2023-02-18,Casa,44.66,1,9,9,0,18,9,0,7,17,58,5,2
1019,2023-02-18,Esporte,100.26,0,8,8,0,86,78,0,3,25,55,5,2
1020,2023-02-18,Eletronicos,124.03,0,11,11,0,77,66,0,4,24,40,5,2
1021,2023-02-18,Casa,23.27,0,9,9,0,94,85,0,2,25,47,5,2
1022,2023-02-18,Eletronicos,80.0,1,7,7,0,121,114,0,5,23,37,5,2
1023,2023-02-18,Beleza,149.18,0,10,10,0,64,54,0,5,13,52,5,2
1024,2023-02-18,Infantil,71.76,0,3,3,0,81,78,0,5,19,44,5,2
1000,2023-02-19,Eletronicos,148.73,0,11,11,0,47,36,96,6,23,46,6,2
1001,2023-02-19,Infantil,75.25,0,5,5,0,44,39,0,6,25,53,6,2
1002,2023-02-19,Eletronicos,54.85,0,10,10,0,53,43,94,7,26,51,6,2
1003,2023-02-19,Infantil,60.69,1,14,14,0,66,52,120,7,11,57,6,2
1004,2023-02-19,Eletronicos,19.82,0,7,7,0,107,100,0,7,19,58,6,2
1005,2023-02-19,Esporte,29.77,0,14,14,0,17,3,0,5,13,54,6,2
1006,2023-02-19,Infantil,182.94,0,5,5,0,57,52,0,4,11,47,6,2
1007,2023-02-19,Eletronicos,22.44,0,13,13,0,96,83,0,5,24,59,6,2
1008,2023-02-19,Esporte,175.77,0,7,7,0,85,78,0,6,19,55,6,2
1009,2023-02-19,Casa,65.41,0,12,12,0,41,29,0,6,14,55,6,2
1010,2023-02-19,Casa,183.96,0,5,5,0,36,31,0,6,21,46,6,2
1011,2023-02-19,Beleza,47.73,0,12,12,0,50,38,0,5,19,57,6,2
1012,2023-02-19,Eletronicos,22.07,0,9,9,0,48,39,106,5,26,42,6,2
1013,2023-02-19,Eletronicos,76.53,0,6,6,0,51,45,0,7,27,35,6,2
1014,2023-02-19,Beleza,138.43,0,14,14,0,17,3,0,5,12,49,6,2
1015,2023-02-19,Esporte,27.52,0,4,4,0,61,57,0,3,13,43,6,2
1016,2023-02-19,Esporte,29.33,0,9,9,0,143,134,0,2,28,48,6,2
1017,2023-02-19,Eletronicos,22.19,1,13,13,0,116,103,0,3,16,52,6,2
1018,2023-02-19,Casa,43.47,0,7,7,0,9,2,0,7,17,58,6,2
1019,2023-02-19,Esporte,106.36,1,10,10,0,78,68,0,3,25,55,6,2
1020,2023-02-19,Eletronicos,128.92,0,8,8,0,66,58,0,4,24,40,6,2
1021,2023-02-19,Casa,22.91,0,6,6,0,85,79,0,2,25,47,6,2
1022,2023-02-19,Eletronicos,81.18,0,4,4,0,114,110,0,5,23,37,6,2
1023,2023-02-19,Beleza,142.06,0,12,12,0,54,42,76,5,13,52,6,2
1024,2023-02-19,Infantil,68.61,1,4,4,0,78,74,0,5,19,44,6,2
1000,2023-02-20,Eletronicos,145.94,0,18,18,0,36,18,0,6,23,46,0,2
1001,2023-02-20,Infantil,74.35,0,6,6,0,39,33,0,6,25,53,0,2
1002,2023-02-20,Eletronicos,55.94,0,9,9,0,43,34,0,7,26,51,0,2
1003,2023-02-20,Infantil,58.45,0,13,13,0,52,39,0,7,11,57,0,2
1004,2023-02-20,Eletronicos,19.28,1,7,7,0,100,93,0,7,19,58,0,2
1005,2023-02-20,Esporte,32.6,0,3,18,15,3,0,0,5,13,54,0,2
1006,2023-02-20,Infantil,185.26,0,5,5,0,52,47,118,4,11,47,0,2
1007,2023-02-20,Eletronicos,22.69,0,15,15,0,83,68,0,5,24,59,0,2
1008,2023-02-20,Esporte,168.58,0,7,7,0,78,71,0,6,19,55,0,2
1009,2023-02-20,Casa,62.29,0,13,13,0,29,16,0,6,14,55,0,2
1010,2023-02-20,Casa,182.18,0,5,5,0,31,26,0,6,21,46,0,2
1011,2023-02-20,Beleza,50.61,0,15,15,0,38,23,0,5,19,57,0,2
1012,2023-02-20,Eletronicos,21.94,0,8,8,0,39,31,0,5,26,42,0,2
1013,2023-02-20,Eletronicos,78.66,1,9,9,0,45,36,0,7,27,35,0,2
1014,2023-02-20,Beleza,132.51,0,3,12,9,3,0,0,5,12,49,0,2
1015,2023-02-20,Esporte,26.07,0,8,8,0,57,49,0,3,13,43,0,2
1016,2023-02-20,Esporte,29.19,0,9,9,0,134,125,0,2,28,48,0,2
1017,2023-02-20,Eletronicos,22.09,0,8,8,0,103,95,0,3,16,52,0,2
1018,2023-02-20,Casa,43.65,0,8,8,0,102,94,0,7,17,58,0,2
1019,2023-02-20,Esporte,97.35,0,9,9,0,68,59,0,3,25,55,0,2
1020,2023-02-20,Eletronicos,126.72,0,14,14,0,58,44,0,4,24,40,0,2
1021,2023-02-20,Casa,22.16,0,9,9,0,79,70,0,2,25,47,0,2
1022,2023-02-20,Eletronicos,81.42,0,5,5,0,110,105,0,5,23,37,0,2
1023,2023-02-20,Beleza,145.03,0,13,13,0,42,29,0,5,13,52,0,2
1024,2023-02-20,Infantil,73.7,0,4,4,0,74,70,0,5,19,44,0,2
1000,2023-02-21,Eletronicos,157.59,0,13,13,0,18,5,0,6,23,46,1,2
1001,2023-02-21,Infantil,71.8,0,7,7,0,33,26,0,6,25,53,1,2
1002,2023-02-21,Eletronicos,57.63,0,7,7,0,34,27,0,7,26,51,1,2
1003,2023-02-21,Infantil,60.68,1,17,17,0,39,22,0,7,11,57,1,2
1004,2023-02-21,Eletronicos,21.38,0,6,6,0,93,87,0,7,19,58,1,2
1005,2023-02-21,Esporte,32.34,0,13,13,0,111,98,0,5,13,54,1,2
1006,2023-02-21,Infantil,188.89,0,5,5,0,47,42,0,4,11,47,1,2
1007,2023-02-21,Eletronicos,23.54,0,17,17,0,68,51,96,5,24,59,1,2
1008,2023-02-21,Esporte,167.6,0,7,7,0,71,64,0,6,19,55,1,2
1009,2023-02-21,Casa,63.11,0,14,14,0,16,2,0,6,14,55,1,2
1010,2023-02-21,Casa,173.26,1,10,10,0,26,16,0,6,21,46,1,2
1011,2023-02-21,Beleza,48.37,0,13,13,0,23,10,0,5,19,57,1,2
1012,2023-02-21,Eletronicos,21.71,0,10,10,0,31,21,0,5,26,42,1,2
1013,2023-02-21,Eletronicos,80.97,0,5,5,0,36,31,84,7,27,35,1,2
1014,2023-02-21,Beleza,138.1,0,11,11,0,100,89,0,5,12,49,1,2
1015,2023-02-21,Esporte,26.63,0,4,4,0,49,45,0,3,13,43,1,2
1016,2023-02-21,Esporte,30.01,0,12,12,0,125,113,0,2,28,48,1,2
1017,2023-02-21,Eletronicos,22.44,0,9,9,0,95,86,0,3,16,52,1,2
1018,2023-02-21,Casa,42.46,1,12,12,0,94,82,0,7,17,58,1,2
1019,2023-02-21,Esporte,101.27,0,7,7,0,59,52,97,3,25,55,1,2
1020,2023-02-21,Eletronicos,121.91,0,14,14,0,44,30,114,4,24,40,1,2
1021,2023-02-21,Casa,23.34,0,12,12,0,70,58,0,2,25,47,1,2
1022,2023-02-21,Eletronicos,83.3,0,5,5,0,105,100,0,5,23,37,1,2
1023,2023-02-21,Beleza,136.87,0,13,13,0,29,16,0,5,13,52,1,2
1024,2023-02-21,Infantil,71.69,0,6,6,0,70,64,0,5,19,44,1,2
1000,2023-02-22,Eletronicos,151.66,0,5,17,12,5,0,0,6,23,46,2,2
1001,2023-02-22,Infantil,75.79,0,6,6,0,26,20,0,6,25,53,2,2
1002,2023-02-22,Eletronicos,58.06,0,8,8,0,27,19,0,7,26,51,2,2
1003,2023-02-22,Infantil,57.97,0,12,12,0,22,10,0,7,11,57,2,2
1004,2023-02-22,Eletronicos,19.57,0,7,7,0,87,80,0,7,19,58,2,2
1005,2023-02-22,Esporte,32.5,0,14,14,0,98,84,0,5,13,54,2,2
1006,2023-02-22,Infantil,186.71,0,5,5,0,42,37,0,4,11,47,2,2
